,Tweet,Processed Tweet,polarity,sentiment
948,"RT @biccameraP: 【デスクトップのカスタマイズが趣味なんです🥰】

- #Windows11 壁紙を自動で変更してくれるアプリ-
壁紙は変えたいけれど探す時間が…という方へ。

「Bing Wallpaper」は、Microsoft公式の壁紙アプリです。美しい自然…", 【デスクトップのカスタマイズが趣味なんです🥰】 - 壁紙を自動で変更してくれるアプリ- 壁紙は変えたいけれど探す時間が…という方へ。 「Bing Wallpaper」は、Microsoft公式の壁紙アプリです。美しい自然…,0.0,Neutral
949,Vous souhaitez désactiver l’élément « Afficher plus d’options » dans le menu contextuel de Windows 11 ? Découvrez c… https://t.co/viE7YKXkfN,Vous souhaitez désactiver l’élément « Afficher plus d’options » dans le menu contextuel de Windows 11 ? Découvrez c… ,0.0,Neutral
953,"【デスクトップのカスタマイズが趣味なんです🥰】

- #Windows11 壁紙を自動で変更してくれるアプリ-
壁紙は変えたいけれど探す時間が…という方へ。

「Bing Wallpaper」は、Microsoft公式の壁紙アプリ… https://t.co/C3W9GfuUaS",【デスクトップのカスタマイズが趣味なんです🥰】 - 壁紙を自動で変更してくれるアプリ- 壁紙は変えたいけれど探す時間が…という方へ。 「Bing Wallpaper」は、Microsoft公式の壁紙アプリ… ,0.0,Neutral
955,"Comment supprimer le dossier Windows.old sur #Windows11
https://t.co/ZTgi9FHfZv",Comment supprimer le dossier Windows.old sur ,0.0,Neutral
956,"人の多い外出先でPCワークしたい方にもってこい！
プライバシー機能が充実した 2in1 PC「#HP Elite Dragonfly G2」をご紹介します
クリーニング用モード（HP Easy Clean）もユニークですよ～… https://t.co/YYT9sLntr1",人の多い外出先でPCワークしたい方にもってこい！ プライバシー機能が充実した 2in1 PC「#HP Elite Dragonfly G2」をご紹介します クリーニング用モード（HP Easy Clean）もユニークですよ～… ,0.43333333333333335,Positive
959,"RT @CSA_DVillamizar: Windows 11: Give yourself more time to roll back the upgrade
https://t.co/sRwdhvHtrv

#windows11 #windows10 #technolog…", Windows 11: Give time roll back upgrade  #windows11 #windows10 #technolog…,0.0,Neutral
960,"Windows 11: Give yourself more time to roll back the upgrade
https://t.co/sRwdhvHtrv

#windows11 #windows10… https://t.co/b6KmibT4Cx",Windows 11: Give time roll back upgrade  #windows11 #windows10… ,0.0,Neutral
961,"RT ArweaveAPI: Windows 11: Give yourself more time to roll back the upgrade
https://t.co/sRwdhvHtrv

#windows11… https://t.co/uZBwTE7aO1",ArweaveAPI: Windows 11: Give time roll back upgrade  #windows11… ,0.0,Neutral
962,"RT @ArweaveAPI: Windows 11: Give yourself more time to roll back the upgrade
https://t.co/mOpkVnhRkd

#windows11 #windows10 #technology #wi…", Windows 11: Give time roll back upgrade  #windows11 #windows10 #technology #wi…,0.0,Neutral
963,"Windows 11: Give yourself more time to roll back the upgrade
https://t.co/mOpkVnhRkd

#windows11 #windows10 #technology #windows #microsoft",Windows 11: Give time roll back upgrade  #windows11 #windows10 #technology #windows #microsoft,0.0,Neutral
964,"RT @SerendigityInfo: #SmartFinder is a #Windows #DesktopSearch that works!

#productivitytips
 #Java #JavaFX #Apachelucene #ApacheTika #Jet…", #SmartFinder #Windows #DesktopSearch works! #productivitytips #Java #JavaFX #Apachelucene #ApacheTika #Jet…,0.0,Neutral
965,"#Windows11 on 0.21% of PCs, says survey of 10 million https://t.co/9x0TDxr3fr by @TheRegister","0.21% PCs, say survey 10 million  ",0.0,Neutral
966,"マイクロソフトの新型Surface　画面大型化、CPU刷新
#MONOTRENDY #NIKKEISTYLE #新着 #ブルートゥース #Corei5 #Corei7 #Windows11
https://t.co/uxvpMUWpV1",マイクロソフトの新型Surface 画面大型化、CPU刷新 #MONOTRENDY #NIKKEISTYLE #新着 #ブルートゥース #Corei5 #Corei7 ,0.0,Neutral
973,RT @WindowsLatest: Windows 11 to get improved airplane mode and notification center https://t.co/FDZBVRxjPh #Windows11 https://t.co/EGuJ2EA…, Windows 11 get improved airplane mode notification center  …,-0.1,Neutral
974,"Massive #Windows11 update just popped up, i'm ready though unlike when #Windows10 updated and completely fucked an… https://t.co/lThef6tVV0","Massive update popped up, i'm ready though unlike #Windows10 updated completely fucked an… ",-0.13333333333333333,Negative
975,"【TaskbarX】EP11のタスクバーをスタートボタン含めて中央揃えにする方法
#TaskbarX #ExplorerPatcherforWindows11 #Windows11

https://t.co/ZhZcchaDqk",【TaskbarX】EP11のタスクバーをスタートボタン含めて中央揃えにする方法 #TaskbarX #ExplorerPatcherforWindows11 ,0.0,Neutral
979,Serasa macbook yang UX windows 11 ini... Tab barnya juga ujungnya gak lancip tapi dibikin agak tumpul... Dan dia bi… https://t.co/ixmhwtWYNA,Serasa macbook yang UX window 11 ini... Tab barnya juga ujungnya gak lancip tapi dibikin agak tumpul... Dan dia bi… ,0.0,Neutral
980,RT @richardhicks: Using @letsencrypt #TLS certificates with #Windows 10 Always On #VPN. #Microsoft #Windows10 #Win10 #Windows11 #Win11 #mob…, Using  #TLS certificate #Windows 10 Always On #VPN. #Microsoft #Windows10 #Win10 #Win11 #mob…,0.0,Neutral
981,Using @letsencrypt #TLS certificates with #Windows 10 Always On #VPN. #Microsoft #Windows10 #Win10 #Windows11… https://t.co/eUI3QqUPyp,Using  #TLS certificate #Windows 10 Always On #VPN. #Microsoft #Windows10 #Win10 #Windows11… ,0.0,Neutral
982,"طريقة اخفاء شريط المهام في ويندوز 11 | #تعلم_ويندوز_11
https://t.co/rw0MYWuo78

#ويندوز11 #تعلم_ويندوز  #Windows11… https://t.co/zYDwVPgbY0",طريقة اخفاء شريط المهام في ويندوز 11 | #تعلم_ويندوز_11  #ويندوز11 #تعلم_ويندوز #Windows11… ,0.0,Neutral
983,"なんだこりゃ 後の4％は何処に😅
#Windows11 https://t.co/l91YUhO7km",なんだこりゃ 後の4％は何処に😅 ,0.0,Neutral
984,"Finally, own a Surface after many years of dreaming since SF Pro 1 was released
#Microsoft #SurfaceGo 2 #Windows11 https://t.co/gS3PeieQHS","Finally, Surface many year dreaming since SF Pro 1 released #Microsoft #SurfaceGo 2 ",0.25,Positive
987,"One of the simplest, but most useful apps in Windows is finally getting a redesign after two decades: The simple No… https://t.co/PdvcWNBcus","One simplest, useful apps Windows finally getting redesign two decades: The simple No… ",0.09999999999999999,Neutral
989,"For new users of Win11 missing the right click options on the start bar, please note you can access most items if y… https://t.co/HXXXfY7fru","For new user Win11 missing right click option start bar, please note access item y… ",0.07402597402597401,Neutral
995,I used VMware Workstation to experience #Windows11 https://t.co/vNY0dQNh00,I used VMware Workstation experience ,0.0,Neutral
996,"RT @circame3: UnCola UnCompetition 
#tech #Apple Mac and #Windows11 

🐢🧑‍💻 https://t.co/c1PX5GhrFf", UnCola UnCompetition #tech #Apple Mac 🐢🧑‍💻 ,0.0,Neutral
997,"UnCola UnCompetition 
#tech #Apple Mac and #Windows11 

🐢🧑‍💻 https://t.co/c1PX5GhrFf",UnCola UnCompetition #tech #Apple Mac 🐢🧑‍💻 ,0.0,Neutral
1000,#windows #windows11 #touchkeyboard #keyboardsize #keyboardbackground #touchkeyboardsize Change Windows 11 Touch Key… https://t.co/d9UPSDIjf5,#windows #windows11 #touchkeyboard #keyboardsize #keyboardbackground #touchkeyboardsize Change Windows 11 Touch Key… ,0.0,Neutral
1005,I finally got #Windows11 exactly two months after it launched https://t.co/1s07bXwsv4,I finally got exactly two month launched ,0.125,Positive
1011,"He’s back!  Clippy, the paperclip character from your Windows computer of the late 90s. He’s replaced the paperclip… https://t.co/pI8vOCBj22","He’s back! Clippy, paperclip character Windows computer late 90s. He’s replaced paperclip… ",-0.15,Negative
1012,"RT @TBIIT707: He’s back! Who? Clippy, the paperclip character from your Windows computer of the late 90s. He’s replaced the paperclip emoji…"," He’s back! Who? Clippy, paperclip character Windows computer late 90s. He’s replaced paperclip emoji…",-0.15,Negative
1015,Somos la solución a los problemas de tu computadora. Ahorra en esta Navidad con nuestras promociones.… https://t.co/sQD3hdzVaF,Somos la solución los problemas de tu computadora. Ahorra en esta Navidad con nuestras promociones.… ,0.0,Neutral
1016,i'm addicted to chrome now #Windows11 #cosplay 🪞 (shot + edit by me) https://t.co/qVm1k1iHgn,i'm addicted chrome #cosplay 🪞 (shot + edit me) ,-0.4,Negative
1017,RT @_FranShon: GLUELESS WIG INSTALL | Junoda Wig https://t.co/AL120WrTzN via @YouTube #Chrome #iPhone 13 #Beard #NinjBALaro #Chargers #Moth…, GLUELESS WIG INSTALL | Junoda Wig  via  #Chrome #iPhone 13 #Beard #NinjBALaro #Chargers #Moth…,0.0,Neutral
1020,"RT @YF_yonesan: PCがおかしい( ᐛ )
なんかパスワードみたいなやつ打ったら

windowsの準備をしています

ってでて30後に開けたけどアプリがあんまないしタスクバーにあるものなんもないし電源は直で切るしか方法がない(´；ω；｀)

誰か治す方法知ってる…", PCがおかしい( ᐛ ) なんかパスワードみたいなやつ打ったら windowsの準備をしています ってでて30後に開けたけどアプリがあんまないしタスクバーにあるものなんもないし電源は直で切るしか方法がない(´；ω；｀) 誰か治す方法知ってる…,0.0,Neutral
1021,"PCがおかしい( ᐛ )
なんかパスワードみたいなやつ打ったら

windowsの準備をしています

ってでて30後に開けたけどアプリがあんまないしタスクバーにあるものなんもないし電源は直で切るしか方法がない(´；ω；｀)

誰か… https://t.co/9I9efpeJyt",PCがおかしい( ᐛ ) なんかパスワードみたいなやつ打ったら windowsの準備をしています ってでて30後に開けたけどアプリがあんまないしタスクバーにあるものなんもないし電源は直で切るしか方法がない(´；ω；｀) 誰か… ,0.0,Neutral
1023,"#Windows11 is the shit! For all fogies #reading this, being ""The Shit"" is good. It reminds me of #Windows 7's cut &amp;… https://t.co/riwa8gwYHt","shit! For fogy #reading this, ""The Shit"" good. It reminds #Windows 7's cut &amp;… ",0.08333333333333331,Neutral
1030,"Voy a tener que instalar #windows11 a ver si me acerca a vos, muchacha

Ahre","Voy tener que instalar #windows11 ver si acerca vos, muchacha Ahre",0.0,Neutral
1033,I've seen this message every day for the last month and it's getting really annoying. I don't want other people to… https://t.co/KhpCfo95Ks,I've seen message every day last month getting really annoying. I want people to… ,-0.4,Negative
1034,Windows 11 to get improved airplane mode and notification center https://t.co/FDZBVRxjPh #Windows11 https://t.co/EGuJ2EAbFY,Windows 11 get improved airplane mode notification center  ,-0.1,Neutral
1036,Has anyone upgraded from Windows 10 to Windows 11? #Microsoft #Windows11,Has anyone upgraded Windows 10 Windows 11? #Microsoft,0.0,Neutral
1044,"RT @Grepnetics: Useful Portable Tools for @Windows OS!
No Installation is Required,
https://t.co/qL9FN3kYKG
.
#windows11 #windows10 #window…"," Useful Portable Tools  OS! No Installation Required,  . #windows11 #windows10 #window…",0.375,Positive
1053,"RT @WPA_1: Useful Portable Tools for @Windows OS!
No Installation is Required,
https://t.co/nYBNPEJrd0
.
#windows11 #windows10 #windows7
#I…"," Useful Portable Tools  OS! No Installation Required,  . #windows11 #windows10 #windows7 #I…",0.375,Positive
1054,"Useful Portable Tools for @Windows OS!
No Installation is Required,
https://t.co/nYBNPEJrd0
.
#windows11 #windows10… https://t.co/PDg1xZsvQL","Useful Portable Tools  OS! No Installation Required,  . #windows11 #windows10… ",0.375,Positive
1055,Uma idiotice chamada #windows11 da @MicrosoftBr by @BillGates. #fail 🤬😡👎👎👎 https://t.co/erzgaaMmLM,Uma idiotice chamada #windows11 da   #fail 🤬😡👎👎👎 ,-0.5,Negative
1057,"RT @WPA_1: Useful Portable Tools for @Windows OS!
(No Installation is Required)
https://t.co/7HcHmTtYuF
.
#windows #windows11 #windows10
#I…", Useful Portable Tools  OS! (No Installation Required)  . #windows #windows11 #windows10 #I…,0.375,Positive
1058,"RT @yhanaue: MacBook Pro M1MAXにParallels17でARM Windows11（Insider preview版では無い！）いきなりインストール出来てビックリ。高速で動いてる（CPU = 6Core  MEM = 16GB)。
マニアックになっ…", MacBook Pro M1MAXにParallels17でARM Windows11（Insider preview版では無い！）いきなりインストール出来てビックリ。高速で動いてる（CPU = 6Core MEM = 16GB)。 マニアックになっ…,0.0,Neutral
1059,最新「ASUS Zenbook Pro 15」は15.6型でもスリムかつコンパクト！ https://t.co/CnzrmLlylP #ASUS #Windows11 #ZenbookPro,最新「ASUS Zenbook Pro 15」は15.6型でもスリムかつコンパクト！  #ASUS #ZenbookPro,0.0,Neutral
1060,"Win11搭載新型ノートPC続々投入 テレワークやオンライン授業対応
#パソコン #ノートPC #テレワーク #windows11
https://t.co/uiwON4gAWq",Win11搭載新型ノートPC続々投入 テレワークやオンライン授業対応 #パソコン #ノートPC #テレワーク #windows11 ,0.0,Neutral
1064,"RT @TheFulcrumGroup: He’s back! Who? Clippy, the paperclip character from your Windows computer of the late 90s. He’s replaced the papercli…"," He’s back! Who? Clippy, paperclip character Windows computer late 90s. He’s replaced papercli…",-0.15,Negative
1067,"Did anyone try #Windows11, how is it?

Mainly daily use, some gaming","Did anyone try #Windows11, it? Mainly daily use, gaming",0.0,Neutral
1068,"I'm restarting my @OMENbyHP #gaming desktop, and as of right now, all my icons have come up with nothing missing. M… https://t.co/uLGAG8lSbQ","I'm restarting  #gaming desktop, right now, icon come nothing missing. M… ",0.042857142857142844,Neutral
1070,"How to Add Optimize to Context Menu of Drives in #Windows11 
https://t.co/RkXwUXfKlq",How Add Optimize Context Menu Drives ,0.0,Neutral
1071,#Windows11 is more clicks in any action you want to take. Disgusting. https://t.co/BfA12lEQ0p,click action want take. Disgusting. ,-0.45,Negative
1072,"RT @ArweaveAPI: You'll want to try these Windows 11 features
https://t.co/3865qdWiMc

#windows11 #windows10 #microsoftteams #technology #wi…", You'll want try Windows 11 feature  #windows11 #windows10 #microsoftteams #technology #wi…,0.0,Neutral
1075,“Microsoft Weekly; Google adds doctor finding feature; Oddworld: Soulstorm on Xbox sucks; Bitcoin tumbles”… https://t.co/gjasxvfGTf,“Microsoft Weekly; Google add doctor finding feature; Oddworld: Soulstorm Xbox sucks; Bitcoin tumbles”… ,-0.3,Negative
1077,"RT @3dfxzone: #NANO #antivirus #Free  1.0.146.90945 rileva e protegge dai #virus  in real-time | https://t.co/mATyof3LuX
#Security #CyberSe…", #NANO #antivirus #Free 1.0.146.90945 rileva e protegge dai #virus real-time |  #Security #CyberSe…,0.4,Positive
1078,#NANO #antivirus #Free  1.0.146.90945 rileva e protegge dai #virus  in real-time | https://t.co/mATyof3LuX… https://t.co/aS076RPBMZ,#NANO #antivirus #Free 1.0.146.90945 rileva e protegge dai #virus real-time | … ,0.4,Positive
1079,Hello #Windows11 !,Hello !,0.0,Neutral
1080,Why is the handwriting panel in #Windows11 different than the one in the Edge browser on Windows 11?,Why handwriting panel different one Edge browser Windows 11?,0.0,Neutral
1103,GLUELESS WIG INSTALL | Junoda Wig https://t.co/AL120WrTzN via @YouTube #Chrome #iPhone 13 #Beard #NinjBALaro… https://t.co/Y9oYurGIP3,GLUELESS WIG INSTALL | Junoda Wig  via  #Chrome #iPhone 13 #Beard #NinjBALaro… ,0.0,Neutral
1104,"You'll want to try these Windows 11 features
https://t.co/3865qdWiMc

#windows11 #windows10 #microsoftteams #technology #windows",You'll want try Windows 11 feature  #windows11 #windows10 #microsoftteams #technology #windows,0.0,Neutral
1106,So should I get #Windows11 ? Or is it trash as suspected?,So I get ? Or trash suspected?,0.0,Neutral
1107,I'm taking the plunge &amp; upgrading to #Windows11 free!! #Games supposedly run faster on 11 due to their much smaller… https://t.co/5WgxQUcuHp,I'm taking plunge &amp; upgrading free!! #Games supposedly run faster 11 due much smaller… ,0.2333333333333333,Positive
1108,RT @PS_Informatique: La nouvelle barre d’outils de l’Explorateur de fichiers Windows 11 ne vous convient pas ? Découvrez comment restaurer…, La nouvelle barre d’outils de l’Explorateur de fichiers Windows 11 ne vous convient pa ? Découvrez comment restaurer…,0.0,Neutral
1109,How to Customize Windows 11's Lock Screen https://t.co/LRyTi6SAup #windows11 #windowsinsiders,How Customize Windows 11's Lock Screen  #windows11 #windowsinsiders,0.0,Neutral
1110,"Fed up with Bing being your default search engine in Windows 11? Here’s how to change it.
#Bing #Windows11… https://t.co/KyyDXqgcjq",Fed Bing default search engine Windows 11? Here’s change it. #Bing #Windows11… ,0.0,Neutral
1114,Waiting for response from @RocketLeague and @PsyonixStudios on when the free NFL pack will be recieved and when eve… https://t.co/afiaqmI8sK,Waiting response   free NFL pack recieved eve… ,0.4,Positive
1116,"RT @donasarkar: Whoever worked on #Windows11 Focus Sessions deserves an award and cookies. 

SO good for #Accessibility 💞

1. Search for th…", Whoever worked Focus Sessions deserves award cookies. SO good #Accessibility 💞 1. Search th…,0.7,Positive
1124,¿Haz hecho update al #Windows11 ? ¿Cuál ha sido tu experiencia? @MiteNishio @IsaacRamirez @hipolitodelgado… https://t.co/Og3pLeIwI3,¿Haz hecho update al ? ¿Cuál ha sido tu experiencia?   … ,0.0,Neutral
1125,"onmsft: Windows news recap: Windows 11 inspired UI arrives for all Office for Windows users, App Version Numbers re… https://t.co/I2QSroigDI","onmsft: Windows news recap: Windows 11 inspired UI arrives Office Windows users, App Version Numbers re… ",0.0,Neutral
1126,"onmsft: Microsoft news recap: Satya Nadella offloads stocks, Clarity Boost announced for Xbox Cloud Gaming, and mor… https://t.co/YkMD20eFXy","onmsft: Microsoft news recap: Satya Nadella offloads stocks, Clarity Boost announced Xbox Cloud Gaming, mor… ",0.0,Neutral
1127,"How to Optimize and Defragment Drives in #Windows11 
https://t.co/1V8zS0GGg1",How Optimize Defragment Drives ,0.0,Neutral
1138,"REVELAN⚡ Windows 11 TENDRA MAS FUNCIONES y CAMBIOS / Eliminaran PANEL de CONTROL

👉👉https://t.co/DelW6Ep6V7 

✨Micr… https://t.co/pfbImiFqLJ",REVELAN⚡ Windows 11 TENDRA MAS FUNCIONES CAMBIOS / Eliminaran PANEL de CONTROL 👉👉 ✨Micr… ,0.0,Neutral
1144,"Windows 11 foi liberado para meu computador, finalmenteeee 💙 #Windows11","Windows 11 foi liberado para meu computador, finalmenteeee 💙",0.0,Neutral
1147,"الولايات المتحدة تتحدى استحواذ Nvidia على Arm مصمم الرقائق

#technologynews
#technology
#عاجل
#تكنولوجيا… https://t.co/ASSf5wKARN",الولايات المتحدة تتحدى استحواذ Nvidia على Arm مصمم الرقائق #technologynews #technology #عاجل #تكنولوجيا… ,0.0,Neutral
1148,"I just learned #Windows11 has officially been released 2 months ago, and I had zero clues about it.","I learned officially released 2 month ago, I zero clue it.",0.0,Neutral
1153,Started using @Windows 11? Great! Now it's time to learn all of the many ways you can customize the new Win11 Start… https://t.co/FV2XX7vqEI,Started using  11? Great! Now time learn many way customize new Win11 Start… ,0.5454545454545454,Positive
1155,#Halp peeps who know computers better than me. Should I get this update now or wait? I checked and my laptop has pl… https://t.co/TQnARLW7S8,#Halp peep know computer better me. Should I get update wait? I checked laptop pl… ,0.5,Positive
1156,#Microsoft rolls out a new #Windows 11 look to #Office https://t.co/uKWqiII4bc #Windows11 #Tech #Technology… https://t.co/HUyQkApqZx,#Microsoft roll new #Windows 11 look #Office  #Tech #Technology… ,0.13636363636363635,Positive
1157,"Atualizei ontem pro #Windows11 (levou uns 10 min.) e até agora só tenho elogios. Gostando bastante da ""suavidade"" (… https://t.co/nx176C2HXN","Atualizei ontem pro (levou un 10 min.) e até agora só tenho elogios. Gostando bastante da ""suavidade"" (… ",0.0,Neutral
1158,"#Windows11
どうも動画再生でOSに付いてる「映画＆テレビ」と、静止画再生で「フォト」を使うとたまにOSごと完全フリーズするのはRADEONと相性が悪いせいだろうか。
とりあえずWindows Media Playerに切り替えました。
フォトの代わりは何にしようか。",どうも動画再生でOSに付いてる「映画＆テレビ」と、静止画再生で「フォト」を使うとたまにOSごと完全フリーズするのはRADEONと相性が悪いせいだろうか。 とりあえずWindows Media Playerに切り替えました。 フォトの代わりは何にしようか。,0.0,Neutral
1160,RT @Rodney_Walker: Why haven't more people upgraded to #Windows 11? https://t.co/j2aUdYSsZT #Microsoft #Windows11 #OS #Tech #Technology #Te…, Why people upgraded #Windows 11?  #Microsoft #OS #Tech #Technology #Te…,0.0,Neutral
1161,"RT @Infowork_iw: Actualizarse tiene premio!

Descubre @MicrosoftES #Windows11 con 🎁 #Brave by @DroxioGaming de RE-GA-LO 

Solo en https://t…", Actualizarse tiene premio! Descubre  con 🎁 #Brave  de RE-GA-LO Solo en …,0.8,Positive
1166,"One of the most, if not the most, underrated game on Steam, it deserve to sell millions of copies, great to play wi… https://t.co/BRhOeIKrx4","One most, most, underrated game Steam, deserve sell million copies, great play wi… ",0.35,Positive
1173,"RT @aashir_israr: Check Out:
https://t.co/PG8G6Gjq3E
#gaming #gamingpc #iphone13 #windows11 #apple #microsoft #nvidia #amd #ryzen #coding #…", Check Out:  #gaming #gamingpc #iphone13 #windows11 #apple #microsoft #nvidia #amd #ryzen #coding #…,0.0,Neutral
1174,"Check Out:
https://t.co/PG8G6Gjq3E
#gaming #gamingpc #iphone13 #windows11 #apple #microsoft #nvidia #amd #ryzen… https://t.co/PZVJZQeB6P",Check Out:  #gaming #gamingpc #iphone13 #windows11 #apple #microsoft #nvidia #amd #ryzen… ,0.0,Neutral
1175,"Windows 11 made me fall in love with Windows 10 😍😍😍

Will Switch to Windows 11 after EOL of Windows 10 in 2025

#Windows11
#Windows11",Windows 11 made fall love Windows 10 😍😍😍 Will Switch Windows 11 EOL Windows 10 2025,0.5,Positive
1177,"RT @techiwikiblogs: ⚠New Blog⚠
Why does Firefox Data Collection worry the open-source community?
.
https://t.co/CowIlpphRV
.
.
.
.
#firefox…", ⚠New Blog⚠ Why Firefox Data Collection worry open-source community? .  . . . . #firefox…,0.0,Neutral
1179,Windows 11 update has rendered my PC unusable. Fixes for missing start menu and toolbar are not working. Cannot uni… https://t.co/gRQRc0QVmD,Windows 11 update rendered PC unusable. Fixes missing start menu toolbar working. Cannot uni… ,-0.2,Negative
1180,Memperbaiki Opsi Pause Update Tidak Bisa Diklik di Windows 11/10 #Update #Windows11 #Windows10 https://t.co/EV9wTmkgSH,Memperbaiki Opsi Pause Update Tidak Bisa Diklik di Windows 11/10 #Update #Windows10 ,0.0,Neutral
1182,"""save time with Windows 10"" on Windows 11 lol #Windows11 https://t.co/wydbtWMVnV","""save time Windows 10"" Windows 11 lol ",0.8,Positive
1187,"Fix for Outlook Mail search not working on Windows 11 - https://t.co/fleLz1hFDT

#Windows11 #outlook",Fix Outlook Mail search working Windows 11 -  #outlook,0.0,Neutral
1189,"#Windows11 Updated my HP Omen 15 (2020) to Windows 11.
UI elements is good but eyes will take time to get used to i… https://t.co/eoSrbXhZeK",Updated HP Omen 15 (2020) Windows 11. UI element good eye take time get used i… ,0.7,Positive
1190,RT @windowsinsider: Hey #WindowsInsiders in the Dev Channel! Build 22504 is now live. Be sure to check out the blog post for fixes and know…, Hey #WindowsInsiders Dev Channel! Build 22504 live. Be sure check blog post fix know…,0.3181818181818182,Positive
1191,Dove salva i file Windows 11 ? Dov'é la cartella download https://t.co/1PEYK0bsBd #Windows11 #Windows10 #Windows11Pro,Dove salva file Windows 11 ? Dov'é la cartella download  #Windows10 #Windows11Pro,0.0,Neutral
1192,What’s your favorite #os #mac #Windows11 or #Linux,What’s favorite #os #mac #Linux,0.5,Positive
1193,Steam hardware survey shows 8% of users have already upgraded to #Windows11 https://t.co/CEGni3xcXK,Steam hardware survey show 8% user already upgraded ,0.0,Neutral
1194,Upgraded to #Windows11. Am I going to regret it?,Upgraded #Windows11. Am I going regret it?,0.0,Neutral
1195,"https://t.co/pNzoOd3IZ4
check it out win11 users 
#Windows11 #Windows11Pro", check win11 user #Windows11Pro,0.0,Neutral
1196,"RT @r0_hw: #Lyx #Tex #Texlive #LateX  #Windows11 
Just install Lyx for Windows 2361 to work with TexLive ...
Never expected this kind of er…", #Lyx #Tex #Texlive #LateX Just install Lyx Windows 2361 work TexLive ... Never expected kind er…,0.325,Positive
1197,"RT @PaparikDK: @Microsoft, I want the taskbar to be able to hide like this in @Windows 11
#windows #windows11 #microsoft https://t.co/3aAL2…"," , I want taskbar able hide like  11 #windows #windows11 #microsoft …",0.5,Positive
1198,"@Microsoft, I want the taskbar to be able to hide like this in @Windows 11
#windows #windows11 #microsoft https://t.co/3aAL2aN7dP",", I want taskbar able hide like  11 #windows #windows11 #microsoft ",0.5,Positive
1203,"RT @iRohanSharma1: #Windows11 is too Sexy!
Thanks Smiling face with smiling eyes 
@Microsoft @Windows https://t.co/eYwTF6mssq", Sexy! Thanks Smiling face smiling eye   ,0.4125,Positive
1204,"#Windows11 is too Sexy!
Thanks Smiling face with smiling eyes 
@Microsoft @Windows https://t.co/eYwTF6mssq",Sexy! Thanks Smiling face smiling eye   ,0.4125,Positive
1205,How to Delete Windows.Old Folder in Windows 11 PC https://t.co/fotPY2ci4Q #Computer #Howto #HowTo #Windows11… https://t.co/mYCJkji8YM,How Delete Windows.Old Folder Windows 11 PC  #Computer #Howto #HowTo #Windows11… ,0.0,Neutral
1206,Steganos Password Manager 22 – бесплатная лицензия на 1 год #Steganos #password #manager #security #windows11… https://t.co/j6r6KBjaTX,Steganos Password Manager 22 – бесплатная лицензия на 1 год #Steganos #password #manager #security #windows11… ,0.0,Neutral
1207,WinToUSB Professional – бесплатная лицензия #EasyUEFI #WinToUSB #WindowsToGo #windows10 #windows11 #windows… https://t.co/LBOjDBHAft,WinToUSB Professional – бесплатная лицензия #EasyUEFI #WinToUSB #WindowsToGo #windows10 #windows11 #windows… ,0.1,Neutral
1210,RT @Rodney_Walker: #Windows 11 vs. Windows 10: Comparing #communication #app capabilities https://t.co/VZOQjR3Abk #Windows11 #Windows10  #O…, #Windows 11 vs. Windows 10: Comparing #communication #app capability  #Windows10 #O…,0.0,Neutral
1211,"มาแล้วคลิปสรุป Windows 11 Insider Preview Build 22509
📹https://t.co/nI1uElMphS

#ITBetas #Windows11 #WindowsInsiders",มาแล้วคลิปสรุป Windows 11 Insider Preview Build 22509 📹 #ITBetas #WindowsInsiders,0.0,Neutral
1213,"Gummy Bear Attacks.

@dwizzzleMSFT shows you how to defend against in-memory attacks to disable fingerprints, and i… https://t.co/5Lr0s6o2I8","Gummy Bear Attacks.  show defend in-memory attack disable fingerprints, i… ",0.0,Neutral
1214,"Inside #Windows11 - Our Windows memories

#TheTechGuy #itsolutionindia #itsolution #ITConsultants #ITServices… https://t.co/k2ej4YyuUb",Inside - Our Windows memory #TheTechGuy #itsolutionindia #itsolution #ITConsultants #ITServices… ,0.0,Neutral
1215,"RT @danielclasson: This week's newsletter is out with all updates for MEM, Intune, MEMCM, and Powershell from the community and Microsoft.…"," This week's newsletter update MEM, Intune, MEMCM, Powershell community Microsoft.…",0.0,Neutral
1216,"Mano, não tá com nada em segundo plano e ainda assim o #Windows11 continua usando isso tudo

(O HD tá 100% pq tinha… https://t.co/XssCfvVFsR","Mano, não tá com nada em segundo plano e ainda assim continuum usando isso tudo (O HD tá 100% pq tinha… ",0.0,Neutral
1217,"How to Delete Windows.Old Folder in Windows 11 PC https://t.co/Vd3Z1h4aib
#HowTo #Windows11 #Windows.old",How Delete Windows.Old Folder Windows 11 PC  #HowTo #Windows.old,0.0,Neutral
1225,"RT @WPA_1: Real-Time JavaScript Tool - Execute JavaScript codes in Real-Time!
https://t.co/Jvsq8hiyS5
.
#javascript #javascript30 #HTML #ht…", Real-Time JavaScript Tool - Execute JavaScript code Real-Time!  . #javascript #javascript30 #HTML #ht…,0.0,Neutral
1226,"RT @bluejak3: Kindle Converter 3
https://t.co/vnYEzirHP6
#opensource #tech #windows11 #infosec
#bigdata #DEVCommunity #teChnOlOgy #Programm…", Kindle Converter 3  #opensource #tech #windows11 #infosec #bigdata #DEVCommunity #teChnOlOgy #Programm…,0.0,Neutral
